record_ID,units_sold
218298,45.0
218299,38.0
218301,16.0
218302,22.0
218304,12.0
218305,61.0
218306,45.0
218308,19.0
218309,41.0
218310,35.0
218313,99.0
218314,18.0
218315,22.0
218318,22.0
218319,20.0
218323,9.0
218324,8.0
218325,6.0
218326,13.0
218327,90.0
218328,69.0
218329,36.0
218330,20.0
218331,34.0
218332,38.0
218333,8.0
218334,8.0
218335,11.0
218336,119.0
218337,14.0
218338,26.0
218340,11.0
218341,27.0
218342,25.0
218343,21.0
218346,12.0
218347,8.0
218349,12.0
218350,73.0
218351,44.0
218352,30.0
218354,22.0
218355,32.0
218356,36.0
218359,20.0
218360,70.0
218361,22.0
218362,29.0
218363,32.0
218364,13.0
218369,71.0
218370,43.0
218371,23.0
218372,39.0
218373,51.0
218376,66.0
218377,25.0
218378,32.0
218381,29.0
218382,13.0
218386,12.0
218387,64.0
218388,41.0
218389,22.0
218391,30.0
218392,43.0
218393,61.0
218394,115.0
218395,38.0
218396,52.0
218399,33.0
218400,39.0
218401,34.0
218403,11.0
218404,16.0
218405,5.0
218406,16.0
218409,24.0
218410,19.0
218411,14.0
218412,26.0
218417,77.0
218418,19.0
218420,17.0
218421,34.0
218422,26.0
218425,48.0
218426,38.0
218427,9.0
218429,21.0
218431,97.0
218432,15.0
218433,23.0
218434,16.0
218435,10.0
218436,25.0
218437,28.0
218438,20.0
218441,13.0
218443,9.0
218445,56.0
218446,53.0
218447,25.0
218448,29.0
218450,19.0
218451,28.0
218452,35.0
218453,16.0
218455,21.0
218456,134.0
218457,23.0
218458,24.0
218460,8.0
218461,28.0
218462,40.0
218463,31.0
218465,14.0
218466,17.0
218469,25.0
218474,35.0
218475,23.0
218476,13.0
218477,18.0
218478,15.0
218479,105.0
218480,14.0
218481,19.0
218482,18.0
218483,20.0
218487,10.0
218488,32.0
218489,25.0
218490,12.0
218491,12.0
218492,29.0
218493,21.0
218494,7.0
218495,15.0
218496,133.0
218497,19.0
218498,21.0
218499,15.0
218502,40.0
218503,38.0
218506,15.0
218508,59.0
218509,44.0
218512,21.0
218513,31.0
218514,45.0
218515,12.0
218516,15.0
218517,19.0
218518,116.0
218519,28.0
218520,33.0
218521,26.0
218522,16.0
218523,37.0
218524,31.0
218525,31.0
218527,11.0
218528,16.0
218529,13.0
218530,157.0
218531,121.0
218532,42.0
218534,66.0
218535,92.0
218536,98.0
218539,30.0
218540,127.0
218541,53.0
218542,58.0
218545,56.0
218546,35.0
218550,23.0
218554,44.0
218555,31.0
218556,17.0
218558,13.0
218559,32.0
218560,42.0
218563,110.0
218564,19.0
218565,29.0
218566,31.0
218567,19.0
218568,33.0
218569,28.0
218573,14.0
218575,30.0
218576,25.0
218578,23.0
218579,35.0
218580,67.0
218581,37.0
218584,155.0
218585,25.0
218586,22.0
218588,26.0
218589,42.0
218590,48.0
218593,17.0
218596,54.0
218597,57.0
218598,22.0
218600,30.0
218601,53.0
218602,60.0
218603,19.0
218604,21.0
218605,19.0
218606,149.0
218607,35.0
218608,32.0
218609,22.0
218611,34.0
218612,28.0
218613,24.0
218614,10.0
218615,16.0
218616,18.0
218618,71.0
218619,50.0
218622,26.0
218623,37.0
218624,55.0
218626,79.0
218627,24.0
218628,33.0
218631,34.0
218635,15.0
218638,129.0
218639,71.0
218640,24.0
218642,40.0
218643,49.0
218644,64.0
218648,105.0
218649,41.0
218650,44.0
218651,46.0
218652,31.0
218653,26.0
218656,21.0
218658,220.0
218659,134.0
218660,69.0
218663,69.0
218664,77.0
218665,118.0
218667,146.0
218668,58.0
218669,69.0
218670,44.0
218671,21.0
218673,70.0
218674,46.0
218675,155.0
218676,20.0
218677,30.0
218678,37.0
218679,50.0
218680,23.0
218683,226.0
218684,164.0
218685,64.0
218686,37.0
218688,87.0
218689,102.0
218690,135.0
218694,145.0
218695,59.0
218696,75.0
218697,25.0
218698,16.0
218700,69.0
218701,45.0
218702,39.0
218703,12.0
218704,20.0
218705,32.0
218707,15.0
218711,31.0
218712,22.0
218713,13.0
218714,22.0
218715,21.0
218716,44.0
218717,28.0
218720,140.0
218721,22.0
218722,22.0
218723,9.0
218724,25.0
218726,52.0
218729,16.0
218731,52.0
218732,49.0
218734,19.0
218735,35.0
218736,23.0
218739,99.0
218740,18.0
218741,13.0
218744,17.0
218745,38.0
218746,33.0
218748,9.0
218749,13.0
218750,15.0
218753,10.0
218755,45.0
218757,15.0
218759,12.0
218763,118.0
218764,74.0
218765,41.0
218766,52.0
218767,66.0
218768,74.0
218772,112.0
218773,38.0
218774,47.0
218775,22.0
218776,10.0
218777,42.0
218778,31.0
218780,9.0
218781,14.0
218782,21.0
218785,79.0
218786,35.0
218789,29.0
218790,41.0
218793,82.0
218794,24.0
218795,35.0
218798,29.0
218799,16.0
218800,11.0
218803,15.0
218806,144.0
218807,82.0
218808,37.0
218810,52.0
218811,65.0
218812,88.0
218815,120.0
218816,42.0
218817,58.0
218818,21.0
218820,38.0
218821,30.0
218822,26.0
218824,13.0
218825,21.0
218827,20.0
218828,27.0
218833,28.0
218834,20.0
218836,10.0
218837,136.0
218838,17.0
218839,21.0
218840,11.0
218842,14.0
218844,33.0
218846,11.0
218849,40.0
218850,33.0
218852,19.0
218853,27.0
218855,125.0
218856,19.0
218857,34.0
218858,27.0
218859,15.0
218860,35.0
218861,32.0
218862,30.0
218864,10.0
218865,15.0
218867,12.0
218868,23.0
218869,18.0
218873,15.0
218874,46.0
218875,30.0
218876,9.0
218877,8.0
218878,10.0
218879,125.0
218880,30.0
218881,19.0
218884,24.0
218885,24.0
218886,22.0
218889,153.0
218890,87.0
218891,47.0
218892,65.0
218893,40.0
218894,90.0
218895,116.0
218896,140.0
218898,11.0
218899,20.0
218900,227.0
218901,81.0
218902,106.0
218903,39.0
218904,17.0
218907,60.0
218908,53.0
218909,41.0
218911,26.0
218912,37.0
218913,48.0
218914,28.0
218915,26.0
218917,66.0
218918,40.0
218919,24.0
218921,41.0
218922,54.0
218923,47.0
218924,16.0
218927,76.0
218928,44.0
218929,45.0
218930,48.0
218931,25.0
218932,24.0
218934,22.0
218935,20.0
218936,92.0
218937,63.0
218938,25.0
218939,35.0
218940,46.0
218941,62.0
218945,100.0
218946,50.0
218947,45.0
218948,49.0
218949,42.0
218953,19.0
218954,5.0
218956,224.0
218957,127.0
218958,79.0
218961,119.0
218962,133.0
218963,141.0
218964,13.0
218967,206.0
218968,79.0
218969,100.0
218970,39.0
218974,75.0
218975,76.0
218976,148.0
218978,24.0
218979,40.0
218980,26.0
218983,75.0
218984,79.0
218985,18.0
218986,21.0
218987,44.0
218988,57.0
218989,7.0
218990,15.0
218991,16.0
218992,218.0
218993,34.0
218994,36.0
218995,35.0
218996,21.0
218998,50.0
218999,75.0
219000,68.0
219002,18.0
219003,28.0
219004,53.0
219006,30.0
219010,30.0
219011,26.0
219012,11.0
219013,12.0
219014,151.0
219015,28.0
219016,18.0
219017,6.0
219018,33.0
219019,55.0
219020,42.0
219023,16.0
219025,96.0
219026,103.0
219028,21.0
219029,32.0
219030,30.0
219032,16.0
219034,149.0
219035,19.0
219036,14.0
219038,19.0
219039,16.0
219040,17.0
219043,58.0
219044,53.0
219045,9.0
219047,28.0
219048,45.0
219049,53.0
219050,14.0
219051,19.0
219052,20.0
219053,202.0
219054,25.0
219055,27.0
219056,20.0
219057,12.0
219058,41.0
219059,31.0
219060,32.0
219062,13.0
219063,16.0
219065,152.0
219066,107.0
219067,28.0
219068,43.0
219069,56.0
219070,94.0
219072,19.0
219073,108.0
219074,35.0
219075,51.0
219076,20.0
219077,12.0
219078,39.0
219079,34.0
219082,14.0
219083,24.0
219089,61.0
219090,45.0
219091,17.0
219092,52.0
219093,49.0
219094,86.0
219098,99.0
219099,36.0
219100,49.0
219101,37.0
219102,27.0
219105,17.0
219106,6.0
219107,43.0
219108,31.0
219109,15.0
219110,36.0
219111,59.0
219112,34.0
219116,136.0
219117,46.0
219118,62.0
219119,34.0
219120,77.0
219121,60.0
219123,26.0
219124,28.0
219127,54.0
219129,14.0
219130,27.0
219131,37.0
219132,3.0
219135,126.0
219136,18.0
219137,32.0
219138,21.0
219139,13.0
219140,33.0
219141,44.0
219142,42.0
219143,8.0
219144,12.0
219145,16.0
219147,13.0
219149,146.0
219150,94.0
219151,55.0
219154,63.0
219155,88.0
219156,93.0
219159,157.0
219160,46.0
219161,57.0
219162,21.0
219163,11.0
219165,49.0
219166,39.0
219167,37.0
219169,18.0
219170,28.0
219172,13.0
219175,14.0
219176,62.0
219177,31.0
219179,35.0
219180,47.0
219181,48.0
219185,186.0
219186,28.0
219187,35.0
219188,25.0
219189,14.0
219190,39.0
219191,41.0
219192,30.0
219195,20.0
219196,22.0
219197,14.0
219198,21.0
219199,18.0
219200,26.0
219201,23.0
219202,26.0
219206,30.0
219207,52.0
219210,15.0
219211,13.0
219214,170.0
219215,100.0
219216,50.0
219218,80.0
219219,87.0
219220,88.0
219223,25.0
219224,124.0
219225,92.0
219226,90.0
219227,31.0
219228,14.0
219229,70.0
219230,63.0
219231,39.0
219233,37.0
219234,54.0
219235,22.0
219238,93.0
219239,87.0
219240,28.0
219241,10.0
219243,27.0
219244,60.0
219245,43.0
219246,22.0
219247,19.0
219248,19.0
219249,77.0
219250,59.0
219251,45.0
219252,30.0
219253,19.0
219254,46.0
219255,40.0
219256,35.0
219257,21.0
219258,35.0
219259,39.0
219261,11.0
219262,6.0
219263,22.0
219264,51.0
219265,38.0
219268,29.0
219269,41.0
219270,16.0
219271,19.0
219273,98.0
219274,45.0
219275,40.0
219276,16.0
219277,11.0
219279,33.0
219280,58.0
219281,43.0
219283,36.0
219284,35.0
219286,10.0
219287,4.0
219288,9.0
219289,265.0
219290,209.0
219291,81.0
219292,25.0
219294,89.0
219295,110.0
219296,175.0
219300,241.0
219301,119.0
219302,180.0
219303,60.0
219304,28.0
219306,127.0
219307,68.0
219308,53.0
219309,29.0
219310,47.0
219311,89.0
219312,15.0
219313,46.0
219315,15.0
219316,97.0
219317,82.0
219319,47.0
219320,55.0
219321,61.0
219324,20.0
219325,69.0
219326,65.0
219327,50.0
219328,14.0
219329,9.0
219330,45.0
219331,32.0
219334,36.0
219335,47.0
219339,206.0
219340,124.0
219341,60.0
219342,21.0
219344,97.0
219345,107.0
219346,111.0
219348,157.0
219349,102.0
219350,122.0
219351,34.0
219352,18.0
219354,89.0
219355,64.0
219357,37.0
219358,49.0
219359,68.0
219361,31.0
219364,49.0
219368,18.0
219369,32.0
219370,35.0
219371,13.0
219372,16.0
219373,16.0
219374,73.0
219375,46.0
219376,33.0
219377,23.0
219378,15.0
219380,39.0
219381,46.0
219382,35.0
219383,31.0
219384,40.0
219385,43.0
219386,38.0
219387,28.0
219389,11.0
219390,27.0
219391,26.0
219392,11.0
219395,82.0
219396,41.0
219397,27.0
219398,16.0
219400,37.0
219401,28.0
219404,30.0
219406,44.0
219407,31.0
219410,24.0
219411,46.0
219412,51.0
219413,13.0
219416,126.0
219417,62.0
219418,55.0
219419,34.0
219420,26.0
219422,47.0
219423,66.0
219424,45.0
219425,26.0
219426,38.0
219427,43.0
219429,23.0
219430,19.0
219431,30.0
219434,16.0
219435,35.0
219436,20.0
219438,12.0
219439,39.0
219440,32.0
219441,17.0
219442,18.0
219443,31.0
219446,25.0
219451,8.0
219452,14.0
219453,26.0
219454,14.0
219455,9.0
219457,28.0
219458,29.0
219459,18.0
219462,15.0
219463,11.0
219466,19.0
219467,117.0
219468,74.0
219469,41.0
219471,44.0
219472,56.0
219473,56.0
219476,78.0
219477,81.0
219478,60.0
219479,19.0
219481,52.0
219482,32.0
219483,107.0
219484,40.0
219485,47.0
219486,62.0
219487,10.0
219489,77.0
219490,64.0
219491,27.0
219493,39.0
219494,41.0
219495,37.0
219499,50.0
219500,69.0
219501,42.0
219502,41.0
219503,31.0
219504,29.0
219505,35.0
219507,50.0
219508,36.0
219509,30.0
219512,23.0
219513,25.0
219517,82.0
219518,52.0
219519,43.0
219520,29.0
219521,17.0
219522,33.0
219523,45.0
219524,34.0
219526,23.0
219527,34.0
219530,72.0
219531,77.0
219532,32.0
219534,26.0
219535,44.0
219536,53.0
219537,19.0
219538,21.0
219539,21.0
219540,102.0
219541,66.0
219542,51.0
219543,30.0
219544,22.0
219546,51.0
219547,45.0
219548,41.0
219549,34.0
219550,37.0
219551,55.0
219552,9.0
219554,15.0
219555,20.0
219559,15.0
219560,21.0
219564,37.0
219565,23.0
219566,11.0
219568,21.0
219569,15.0
219572,18.0
219573,148.0
219574,101.0
219575,70.0
219577,52.0
219578,52.0
219579,77.0
219583,101.0
219584,79.0
219585,78.0
219586,29.0
219587,24.0
219588,63.0
219589,48.0
219590,44.0
219591,20.0
219592,28.0
219593,51.0
219595,19.0
219599,123.0
219600,88.0
219601,66.0
219604,68.0
219605,72.0
219606,84.0
219607,24.0
219610,97.0
219611,105.0
219612,44.0
219615,61.0
219616,35.0
219617,21.0
219619,37.0
219620,52.0
219621,15.0
219623,90.0
219624,69.0
219625,36.0
219627,24.0
219628,38.0
219629,46.0
219630,16.0
219631,15.0
219632,17.0
219633,101.0
219634,58.0
219635,53.0
219636,31.0
219637,22.0
219638,41.0
219639,56.0
219640,43.0
219641,23.0
219642,40.0
219643,46.0
219644,12.0
219645,15.0
219647,14.0
219648,39.0
219649,32.0
219651,15.0
219652,20.0
219653,31.0
219654,13.0
219656,13.0
219657,70.0
219658,39.0
219659,19.0
219660,26.0
219661,35.0
219662,25.0
219664,28.0
219665,27.0
219666,6.0
219674,34.0
219678,86.0
219679,49.0
219680,37.0
219682,31.0
219683,40.0
219684,58.0
219686,64.0
219687,50.0
219688,46.0
219689,18.0
219691,35.0
219692,21.0
219693,16.0
219696,35.0
219698,10.0
219699,64.0
219700,41.0
219701,14.0
219702,26.0
219703,32.0
219704,11.0
219705,88.0
219706,43.0
219707,38.0
219708,22.0
219709,16.0
219710,35.0
219711,40.0
219712,32.0
219713,19.0
219714,27.0
219715,35.0
219718,11.0
219719,22.0
219720,204.0
219721,153.0
219722,100.0
219725,68.0
219726,81.0
219727,91.0
219730,26.0
219731,148.0
219732,107.0
219733,100.0
219734,41.0
219738,58.0
219739,41.0
219740,78.0
219742,35.0
219743,55.0
219745,19.0
219746,13.0
219748,9.0
219750,11.0
219751,29.0
219753,11.0
219755,58.0
219756,41.0
219757,18.0
219758,17.0
219759,66.0
219760,41.0
219766,110.0
219767,71.0
219768,58.0
219770,47.0
219771,49.0
219772,77.0
219776,86.0
219777,61.0
219778,56.0
219780,42.0
219781,36.0
219783,29.0
219785,52.0
219786,11.0
219788,117.0
219789,77.0
219790,48.0
219791,42.0
219792,42.0
219793,66.0
219795,81.0
219796,68.0
219797,56.0
219798,30.0
219799,18.0
219800,54.0
219801,29.0
219802,29.0
219804,30.0
219805,52.0
219806,7.0
219807,17.0
219810,12.0
219815,40.0
219818,13.0
219819,47.0
219820,35.0
219823,24.0
219825,46.0
219826,29.0
219828,8.0
219829,23.0
219830,45.0
219831,39.0
219832,17.0
219833,16.0
219835,92.0
219836,68.0
219837,56.0
219838,38.0
219839,22.0
219842,51.0
219843,39.0
219844,29.0
219846,45.0
219847,47.0
219851,36.0
219853,11.0
219854,17.0
219855,41.0
219856,34.0
219858,21.0
219859,18.0
219860,52.0
219861,64.0
219862,32.0
219864,9.0
219865,31.0
219866,22.0
219867,18.0
219870,174.0
219871,111.0
219872,37.0
219875,60.0
219876,68.0
219877,92.0
219880,23.0
219881,121.0
219882,73.0
219883,88.0
219884,20.0
219885,9.0
219886,56.0
219887,29.0
219888,25.0
219890,49.0
219891,54.0
219893,11.0
219896,120.0
219897,51.0
219898,9.0
219901,14.0
219902,47.0
219903,25.0
219904,12.0
219905,14.0
219906,10.0
219907,103.0
219908,41.0
219909,30.0
219910,15.0
219911,10.0
219913,50.0
219914,45.0
219915,23.0
219916,32.0
219917,31.0
219919,95.0
219920,103.0
219921,23.0
219922,19.0
219923,29.0
219924,42.0
219925,14.0
219926,14.0
219927,15.0
219928,88.0
219929,52.0
219930,38.0
219931,21.0
219932,15.0
219933,35.0
219934,48.0
219935,41.0
219937,35.0
219938,37.0
219940,14.0
219941,54.0
219942,49.0
219944,20.0
219945,48.0
219946,31.0
219949,46.0
219950,42.0
219951,24.0
219954,24.0
219955,27.0
219959,17.0
219960,9.0
219961,4.0
219962,11.0
219963,79.0
219964,60.0
219965,26.0
219966,24.0
219967,30.0
219968,34.0
219969,12.0
219970,13.0
219971,10.0
219972,58.0
219973,44.0
219974,34.0
219976,13.0
219977,30.0
219978,24.0
219979,21.0
219982,25.0
219983,10.0
219985,13.0
219986,71.0
219987,54.0
219988,34.0
219990,26.0
219991,34.0
219992,41.0
219995,22.0
219996,43.0
219997,61.0
219998,36.0
219999,36.0
220000,22.0
220005,55.0
220006,39.0
220007,28.0
220008,38.0
220009,48.0
220012,41.0
220013,51.0
220014,36.0
220017,33.0
220018,14.0
220022,13.0
220023,72.0
220024,45.0
220025,27.0
220027,35.0
220028,47.0
220029,45.0
220030,83.0
220031,66.0
220032,56.0
220035,37.0
220036,49.0
220037,23.0
220039,26.0
220040,32.0
220041,7.0
220042,15.0
220045,21.0
220046,21.0
220047,15.0
220048,27.0
220053,58.0
220054,44.0
220056,21.0
220057,39.0
220058,30.0
220061,52.0
220062,42.0
220063,12.0
220065,20.0
220067,58.0
220068,36.0
220069,30.0
220070,18.0
220071,12.0
220072,27.0
220073,30.0
220074,22.0
220077,24.0
220079,9.0
220080,46.0
220081,42.0
220082,22.0
220083,12.0
220085,20.0
220086,28.0
220087,36.0
220088,18.0
220090,14.0
220091,72.0
220092,48.0
220093,34.0
220095,10.0
220096,31.0
220097,45.0
220098,35.0
220100,32.0
220101,35.0
220103,24.0
220108,31.0
220109,22.0
220110,16.0
220111,21.0
220112,16.0
220113,53.0
220114,47.0
220115,25.0
220116,21.0
220117,28.0
220121,23.0
220122,30.0
220123,25.0
220124,12.0
220125,13.0
220126,23.0
220127,20.0
220128,11.0
220129,12.0
220130,80.0
220131,41.0
220132,30.0
220133,16.0
220135,43.0
220136,41.0
220139,30.0
220141,58.0
220142,47.0
220145,26.0
220146,31.0
220147,40.0
220148,18.0
220149,12.0
220150,18.0
220151,64.0
220152,60.0
220153,32.0
220154,27.0
220155,18.0
220156,41.0
220157,28.0
220158,30.0
220160,25.0
220161,26.0
220162,15.0
220163,148.0
220164,118.0
220165,55.0
220167,60.0
220168,76.0
220169,90.0
220172,29.0
220173,102.0
220174,100.0
220175,76.0
220178,60.0
220179,39.0
220183,47.0
220187,43.0
220188,32.0
220189,16.0
220191,20.0
220192,33.0
220193,42.0
220196,57.0
220197,41.0
220198,33.0
220199,32.0
220200,22.0
220201,37.0
220202,26.0
220206,23.0
220208,32.0
220209,26.0
220211,9.0
220212,25.0
220213,49.0
220214,34.0
220217,79.0
220218,57.0
220219,33.0
220221,29.0
220222,50.0
220223,39.0
220226,39.0
220229,53.0
220230,51.0
220231,27.0
220233,33.0
220234,53.0
220235,47.0
220236,23.0
220237,23.0
220238,18.0
220239,90.0
220240,66.0
220241,33.0
220242,23.0
220244,39.0
220245,27.0
220246,22.0
220247,24.0
220248,38.0
220249,35.0
220251,68.0
220252,42.0
220255,28.0
220256,36.0
220257,49.0
220259,54.0
220260,51.0
220261,35.0
220263,40.0
220267,27.0
220270,116.0
220271,72.0
220272,32.0
220274,45.0
220275,48.0
220276,55.0
220280,68.0
220281,80.0
220282,52.0
220283,55.0
220284,45.0
220285,28.0
220288,47.0
220290,203.0
220291,129.0
220292,83.0
220295,71.0
220296,64.0
220297,114.0
220299,115.0
220300,101.0
220301,84.0
220302,40.0
220303,31.0
220305,79.0
220306,63.0
220307,41.0
220308,32.0
220309,41.0
220310,64.0
220311,8.0
220312,24.0
220315,217.0
220316,159.0
220317,76.0
220318,13.0
220320,84.0
220321,78.0
220322,103.0
220326,140.0
220327,102.0
220328,88.0
220329,26.0
220330,17.0
220332,80.0
220333,43.0
220334,39.0
220335,27.0
220336,45.0
220337,69.0
220339,16.0
220343,23.0
220344,21.0
220345,10.0
220346,7.0
220347,23.0
220348,30.0
220349,28.0
220352,75.0
220353,47.0
220354,21.0
220355,9.0
220356,28.0
220358,49.0
220361,32.0
220363,40.0
220364,27.0
220366,16.0
220367,21.0
220368,23.0
220371,74.0
220372,35.0
220373,16.0
220376,20.0
220377,42.0
220378,36.0
220380,19.0
220381,25.0
220382,16.0
220385,10.0
220387,24.0
220389,15.0
220391,11.0
220395,112.0
220396,72.0
220397,52.0
220398,47.0
220399,47.0
220400,63.0
220404,80.0
220405,75.0
220406,56.0
220407,24.0
220408,12.0
220409,49.0
220410,44.0
220412,21.0
220413,31.0
220414,40.0
220417,73.0
220418,34.0
220421,35.0
220422,38.0
220424,57.0
220425,46.0
220426,40.0
220429,34.0
220430,22.0
220431,11.0
220434,30.0
220436,142.0
220437,70.0
220438,55.0
220440,49.0
220441,57.0
220442,82.0
220445,100.0
220446,72.0
220447,68.0
220448,24.0
220450,45.0
220451,42.0
220452,21.0
220454,29.0
220455,44.0
220457,21.0
220458,24.0
220463,28.0
220464,19.0
220467,10.0
220468,97.0
220469,41.0
220470,25.0
220471,12.0
220473,16.0
220475,34.0
220477,28.0
220480,34.0
220481,37.0
220484,16.0
220485,24.0
220487,57.0
220488,42.0
220489,33.0
220490,30.0
220491,18.0
220492,40.0
220493,37.0
220494,33.0
220496,19.0
220497,23.0
220499,15.0
220500,21.0
220501,19.0
220505,16.0
220506,45.0
220507,28.0
220508,11.0
220509,11.0
220510,11.0
220511,51.0
220512,68.0
220513,25.0
220516,28.0
220517,24.0
220518,19.0
220521,152.0
220522,78.0
220523,62.0
220524,27.0
220525,17.0
220526,85.0
220527,103.0
220528,128.0
220530,8.0
220531,21.0
220532,166.0
220533,126.0
220534,140.0
220535,42.0
220536,23.0
220539,69.0
220540,70.0
220541,42.0
220543,65.0
220544,66.0
220545,7.0
220546,31.0
220547,22.0
220549,66.0
220550,42.0
220551,27.0
220553,46.0
220554,49.0
220555,56.0
220556,21.0
220559,53.0
220560,75.0
220561,52.0
220562,57.0
220563,31.0
220564,24.0
220566,62.0
220567,47.0
220568,91.0
220569,66.0
220570,32.0
220571,43.0
220572,43.0
220573,54.0
220577,78.0
220578,97.0
220579,56.0
220580,65.0
220581,46.0
220585,37.0
220586,5.0
220588,223.0
220589,141.0
220590,104.0
220593,105.0
220594,101.0
220595,137.0
220596,17.0
220599,187.0
220600,132.0
220601,130.0
220602,41.0
220606,91.0
220607,93.0
220608,90.0
220610,49.0
220611,90.0
220612,28.0
220615,76.0
220616,65.0
220617,22.0
220618,22.0
220619,43.0
220620,47.0
220621,15.0
220622,18.0
220623,18.0
220624,146.0
220625,66.0
220626,54.0
220627,38.0
220628,23.0
220630,54.0
220631,77.0
220632,75.0
220634,34.0
220635,46.0
220636,6.0
220638,28.0
220642,30.0
220643,25.0
220644,9.0
220645,12.0
220646,85.0
220647,53.0
220648,17.0
220649,7.0
220650,29.0
220651,57.0
220652,47.0
220655,38.0
220657,67.0
220658,58.0
220660,21.0
220661,34.0
220662,27.0
220664,17.0
220666,38.0
220667,59.0
220668,20.0
220670,22.0
220671,16.0
220672,14.0
220675,46.0
220676,49.0
220677,10.0
220679,30.0
220680,49.0
220681,57.0
220682,16.0
220683,22.0
220684,20.0
220685,101.0
220686,58.0
220687,33.0
220688,22.0
220689,14.0
220690,42.0
220691,31.0
220692,30.0
220694,38.0
220695,41.0
220697,144.0
220698,103.0
220699,39.0
220700,60.0
220701,62.0
220702,69.0
220704,20.0
220705,104.0
220706,68.0
220707,61.0
220708,22.0
220709,14.0
220710,48.0
220711,45.0
220714,39.0
220715,58.0
220721,67.0
220722,45.0
220723,19.0
220724,54.0
220725,34.0
220726,80.0
220730,80.0
220731,77.0
220732,64.0
220733,45.0
220734,37.0
220737,34.0
220738,6.0
220739,37.0
220740,31.0
220741,16.0
220742,38.0
220743,58.0
220744,34.0
220748,99.0
220749,83.0
220750,52.0
220751,43.0
220752,111.0
220753,58.0
220755,75.0
220756,70.0
220759,48.0
220761,14.0
220762,26.0
220763,34.0
220764,5.0
220767,79.0
220768,44.0
220769,41.0
220770,23.0
220771,15.0
220772,39.0
220773,51.0
220774,40.0
220775,17.0
220776,31.0
220777,35.0
220779,14.0
220781,138.0
220782,80.0
220783,62.0
220786,73.0
220787,67.0
220788,68.0
220791,105.0
220792,105.0
220793,76.0
220794,22.0
220795,13.0
220797,56.0
220798,39.0
220799,36.0
220801,46.0
220802,60.0
220804,13.0
220807,14.0
220808,54.0
220809,28.0
220811,32.0
220812,37.0
220813,56.0
220816,104.0
220817,65.0
220818,35.0
220819,25.0
220820,15.0
220821,42.0
220822,39.0
220823,34.0
220826,40.0
220827,15.0
220828,11.0
220829,21.0
220830,22.0
220831,17.0
220832,22.0
220833,27.0
220837,45.0
220838,61.0
220841,26.0
220842,12.0
220845,171.0
220846,94.0
220847,58.0
220850,50.0
220851,78.0
220852,84.0
220855,26.0
220856,120.0
220857,99.0
220858,89.0
220859,28.0
220860,12.0
220861,71.0
220862,54.0
220863,35.0
220865,34.0
220866,43.0
220867,21.0
220870,73.0
220871,76.0
220872,22.0
220873,11.0
220875,27.0
220876,47.0
220877,38.0
220878,23.0
220879,26.0
220880,21.0
220881,73.0
220882,66.0
220883,48.0
220884,28.0
220885,16.0
220886,45.0
220887,32.0
220888,31.0
220889,19.0
220890,33.0
220891,36.0
220893,10.0
220894,5.0
220895,23.0
220896,43.0
220897,32.0
220900,30.0
220901,40.0
220902,17.0
220903,19.0
220905,97.0
220906,50.0
220907,40.0
220908,14.0
220909,8.0
220911,33.0
220912,50.0
220913,39.0
220915,33.0
220916,32.0
220918,9.0
220919,4.0
220920,9.0
220921,269.0
220922,213.0
220923,76.0
220924,29.0
220926,93.0
220927,118.0
220928,197.0
220932,279.0
220933,128.0
220934,194.0
220935,47.0
220936,24.0
220938,127.0
220939,83.0
220940,47.0
220941,25.0
220942,41.0
220943,66.0
220944,13.0
220945,44.0
220947,13.0
220948,107.0
220949,81.0
220951,50.0
220952,51.0
220953,58.0
220956,22.0
220957,69.0
220958,71.0
220959,47.0
220960,16.0
220961,10.0
220962,45.0
220963,31.0
220966,32.0
220967,43.0
220970,205.0
220971,119.0
220972,72.0
220973,22.0
220975,93.0
220976,105.0
220977,111.0
220979,191.0
220980,113.0
220981,134.0
220982,31.0
220983,15.0
220985,89.0
220986,67.0
220988,33.0
220989,45.0
220990,63.0
220992,29.0
220995,37.0
220999,19.0
221000,33.0
221001,36.0
221002,15.0
221003,17.0
221004,16.0
221005,76.0
221006,54.0
221007,30.0
221008,21.0
221009,12.0
221011,39.0
221012,44.0
221013,32.0
221014,28.0
221015,31.0
221016,33.0
221017,31.0
221018,25.0
221020,12.0
221021,27.0
221022,26.0
221023,11.0
221026,81.0
221027,36.0
221028,28.0
221029,15.0
221032,35.0
221033,25.0
221036,28.0
221039,43.0
221040,27.0
221043,20.0
221044,48.0
221045,49.0
221046,12.0
221049,106.0
221050,67.0
221051,56.0
221052,32.0
221053,25.0
221055,47.0
221056,62.0
221057,40.0
221058,24.0
221059,30.0
221060,35.0
221062,22.0
221063,18.0
221064,28.0
221067,16.0
221068,35.0
221069,20.0
221071,13.0
221072,46.0
221073,47.0
221074,18.0
221075,18.0
221076,29.0
221079,28.0
221084,10.0
221085,15.0
221086,28.0
221087,14.0
221088,9.0
221090,30.0
221091,31.0
221092,17.0
221095,15.0
221096,10.0
221099,18.0
221100,90.0
221101,75.0
221102,39.0
221104,38.0
221105,56.0
221106,57.0
221109,81.0
221110,88.0
221111,61.0
221112,18.0
221114,52.0
221115,23.0
221116,37.0
221117,37.0
221118,43.0
221119,58.0
221120,10.0
221122,79.0
221123,69.0
221124,21.0
221126,40.0
221127,41.0
